
                                                    
         »—’ќƒЌџ… ѕ–ќ‘»Ћ№ ƒќ–ќ∆ »  ј„≈Ќ»я           
                                                    
 -------------------------------------------------- 
 | є отсчета  | ”гол в градусах   |  –адиус в мм  | 

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.29452255        R_m1 =     11.90322678      X_m1 =     11.39068393      Y_m1 =      3.45530423    
  FI_00 =      0.29452500        R_00 =     11.90320970      X_00 =     11.39065910      Y_00 =      3.45532723    
  FI_01 =      0.29452745        R_01 =     11.90319262      X_01 =     11.39063428      Y_01 =      3.45535023    
  F_1_proizvod =     -0.92649772                F_2_proizvod =     -0.43157332            R_kriv =     -5.87020829       
  ”гол в градусах =     16.87500000           R_kriv =     -5.87020829       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 40283.778705155615           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000010713328       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.926503076250         ((Y_00-Y_01)/(X_00-X_01)) = -0.926492362923        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.31906630        R_m1 =     11.72740991      X_m1 =     11.13551247      Y_m1 =      3.67865533    
  FI_00 =      0.31906875        R_00 =     11.72739184      X_00 =     11.13548630      Y_00 =      3.67867699    
  FI_01 =      0.31907120        R_01 =     11.72737378      X_01 =     11.13546012      Y_01 =      3.67869866    
  F_1_proizvod =     -0.82757075                F_2_proizvod =     -0.35001592            R_kriv =     -6.24831757       
  ”гол в градусах =     18.28125000           R_kriv =     -6.24831757       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 38198.522241648614           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000009163075       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.827575336160         ((Y_00-Y_01)/(X_00-X_01)) = -0.827566173085        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.34361005        R_m1 =     11.54231907      X_m1 =     10.86760844      Y_m1 =      3.88847224    
  FI_00 =      0.34361250        R_00 =     11.54230012      X_00 =     10.86758106      Y_00 =      3.88849253    
  FI_01 =      0.34361495        R_01 =     11.54228118      X_01 =     10.86755367      Y_01 =      3.88851282    
  F_1_proizvod =     -0.74100647                F_2_proizvod =     -0.29900466            R_kriv =     -6.44818157       
  ”гол в градусах =     19.68750000           R_kriv =     -6.44818157       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 36520.025362867593           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000008187417       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.741010560854         ((Y_00-Y_01)/(X_00-X_01)) = -0.741002373438        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.36815380        R_m1 =     11.34881029      X_m1 =     10.58836478      Y_m1 =      4.08436362    
  FI_00 =      0.36815625        R_00 =     11.34879055      X_00 =     10.58833635      Y_00 =      4.08438251    
  FI_01 =      0.36815870        R_01 =     11.34877082      X_01 =     10.58830791      Y_01 =      4.08440139    
  F_1_proizvod =     -0.66415407                F_2_proizvod =     -0.25306818            R_kriv =     -6.83602941       
  ”гол в градусах =     21.09375000           R_kriv =     -6.83602941       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 35166.941847966416           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000007196195       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.664157673056         ((Y_00-Y_01)/(X_00-X_01)) = -0.664150476861        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.39269755        R_m1 =     11.14804903      X_m1 =     10.29946088      Y_m1 =      4.26615785    
  FI_00 =      0.39270000        R_00 =     11.14802862      X_00 =     10.29943156      Y_00 =      4.26617532    
  FI_01 =      0.39270245        R_01 =     11.14800822      X_01 =     10.29940223      Y_01 =      4.26619279    
  F_1_proizvod =     -0.59579174                F_2_proizvod =     -0.22243800            R_kriv =     -7.09062443       
  ”гол в градусах =     22.50000000           R_kriv =     -7.09062443       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 34103.606005596652           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000006522419       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.595794998917         ((Y_00-Y_01)/(X_00-X_01)) = -0.595788476498        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.41724130        R_m1 =     10.94102375      X_m1 =     10.00239721      Y_m1 =      4.43374005    
  FI_00 =      0.41724375        R_00 =     10.94100277      X_00 =     10.00236714      Y_00 =      4.43375610    
  FI_01 =      0.41724620        R_01 =     10.94098179      X_01 =     10.00233708      Y_01 =      4.43377215    
  F_1_proizvod =     -0.53384950                F_2_proizvod =     -0.19449183            R_kriv =     -7.48946731       
  ”гол в градусах =     23.90625000           R_kriv =     -7.48946731       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 33265.618184466191           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000005846632       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.533852419486         ((Y_00-Y_01)/(X_00-X_01)) = -0.533846572854        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.44178505        R_m1 =     10.72893419      X_m1 =      9.69884815      Y_m1 =      4.58719667    
  FI_00 =      0.44178750        R_00 =     10.72891277      X_00 =      9.69881753      Y_00 =      4.58721132    
  FI_01 =      0.44178995        R_01 =     10.72889134      X_01 =      9.69878690      Y_01 =      4.58722597    
  F_1_proizvod =     -0.47827234                F_2_proizvod =     -0.17366680            R_kriv =     -7.84287963       
  ”гол в градусах =     25.31250000           R_kriv =     -7.84287963       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 32655.460071820347           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000005318155       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.478274999877         ((Y_00-Y_01)/(X_00-X_01)) = -0.478269681722        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.46632880        R_m1 =     10.51291535      X_m1 =      9.39039792      Y_m1 =      4.72671304    
  FI_00 =      0.46633125        R_00 =     10.51289359      X_00 =      9.39036687      Y_00 =      4.72672630    
  FI_01 =      0.46633370        R_01 =     10.51287182      X_01 =      9.39033583      Y_01 =      4.72673956    
  F_1_proizvod =     -0.42717924                F_2_proizvod =     -0.15732713            R_kriv =     -8.17312678       
  ”гол в градусах =     26.71875000           R_kriv =     -8.17312678       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 32213.014116334169           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000004883962       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.427181686747         ((Y_00-Y_01)/(X_00-X_01)) = -0.427176802785        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.49087255        R_m1 =     10.29403650      X_m1 =      9.07853603      Y_m1 =      4.85256335    
  FI_00 =      0.49087500        R_00 =     10.29401451      X_00 =      9.07850473      Y_00 =      4.85257527    
  FI_01 =      0.49087745        R_01 =     10.29399253      X_01 =      9.07847343      Y_01 =      4.85258719    
  F_1_proizvod =     -0.38075865                F_2_proizvod =     -0.14097181            R_kriv =     -8.69086382       
  ”гол в градусах =     28.12500000           R_kriv =     -8.69086382       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 31948.735942994044           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000004412438       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.380760857747         ((Y_00-Y_01)/(X_00-X_01)) = -0.380756445309        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.51541630        R_m1 =     10.07361634      X_m1 =      8.76492873      Y_m1 =      4.96525634    
  FI_00 =      0.51541875        R_00 =     10.07359426      X_00 =      8.76489734      Y_00 =      4.96526696    
  FI_01 =      0.51542120        R_01 =     10.07357218      X_01 =      8.76486594      Y_01 =      4.96527759    
  F_1_proizvod =     -0.33855673                F_2_proizvod =     -0.12873656            R_kriv =     -9.14089502       
  ”гол в градусах =     29.53125000           R_kriv =     -9.14089502       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 31850.057189477579           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000004041957       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.338558755929         ((Y_00-Y_01)/(X_00-X_01)) = -0.338554713972        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.53996005        R_m1 =      9.85282677      X_m1 =      8.45105745      Y_m1 =      5.06535521    
  FI_00 =      0.53996250        R_00 =      9.85280471      X_00 =      8.45102609      Y_00 =      5.06536461    
  FI_01 =      0.53996495        R_01 =      9.85278265      X_01 =      8.45099474      Y_01 =      5.06537401    
  F_1_proizvod =     -0.29982429                F_2_proizvod =     -0.11809245            R_kriv =     -9.63506444       
  ”гол в градусах =     30.93750000           R_kriv =     -9.63506444       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 31893.816679226802           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000003702675       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.299826143896         ((Y_00-Y_01)/(X_00-X_01)) = -0.299822441221        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.56450380        R_m1 =      9.63280548      X_m1 =      8.13831590      Y_m1 =      5.15351878    
  FI_00 =      0.56450625        R_00 =      9.63278356      X_00 =      8.13828473      Y_00 =      5.15352702    
  FI_01 =      0.56450870        R_01 =      9.63276164      X_01 =      8.13825356      Y_01 =      5.15353527    
  F_1_proizvod =     -0.26451320                F_2_proizvod =     -0.10790242            R_kriv =    -10.25709897       
  ”гол в градусах =     32.34375000           R_kriv =    -10.25709897       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 32080.983584546400           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000003363439       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.264514886245         ((Y_00-Y_01)/(X_00-X_01)) = -0.264511522807        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.58904755        R_m1 =      9.41473638      X_m1 =      7.82807284      Y_m1 =      5.23053886    
  FI_00 =      0.58905000        R_00 =      9.41471471      X_00 =      7.82804199      Y_00 =      5.23054603    
  FI_01 =      0.58905245        R_01 =      9.41469304      X_01 =      7.82801113      Y_01 =      5.23055320    
  F_1_proizvod =     -0.23247867                F_2_proizvod =     -0.09847273            R_kriv =    -10.98938933       
  ”гол в градусах =     33.75000000           R_kriv =    -10.98938933       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 32408.463020151310           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000003038488       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.232480185366         ((Y_00-Y_01)/(X_00-X_01)) = -0.232477146878        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.61359130        R_m1 =      9.19981886      X_m1 =      7.52163759      Y_m1 =      5.29732339    
  FI_00 =      0.61359375        R_00 =      9.19979757      X_00 =      7.52160718      Y_00 =      5.29732960    
  FI_01 =      0.61359620        R_01 =      9.19977628      X_01 =      7.52157677      Y_01 =      5.29733580    
  F_1_proizvod =     -0.20394819                F_2_proizvod =     -0.08775481            R_kriv =    -12.11371442       
  ”гол в градусах =     35.15625000           R_kriv =    -12.11371442       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 32885.839504243020           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000002668468       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.203949524263         ((Y_00-Y_01)/(X_00-X_01)) = -0.203946855795        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.63813505        R_m1 =      8.98932819      X_m1 =      7.22030126      Y_m1 =      5.35492960    
  FI_00 =      0.63813750        R_00 =      8.98930740      X_00 =      7.22027142      Y_00 =      5.35493494    
  FI_01 =      0.63813995        R_01 =      8.98928661      X_01 =      7.22024157      Y_01 =      5.35494028    
  F_1_proizvod =     -0.17879350                F_2_proizvod =     -0.07948766            R_kriv =    -13.18861132       
  ”гол в градусах =     36.56250000           R_kriv =    -13.18861132       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 33508.780540817184           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000002372144       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.178794681758         ((Y_00-Y_01)/(X_00-X_01)) = -0.178792309614        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.66267880        R_m1 =      8.78430685      X_m1 =      6.92508181      Y_m1 =      5.40437681    
  FI_00 =      0.66268125        R_00 =      8.78428665      X_00 =      6.92505263      Y_00 =      5.40438138    
  FI_01 =      0.66268370        R_01 =      8.78426646      X_01 =      6.92502344      Y_01 =      5.40438595    
  F_1_proizvod =     -0.15667254                F_2_proizvod =     -0.06970424            R_kriv =    -14.87778237       
  ”гол в градусах =     37.96875000           R_kriv =    -14.87778237       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 34264.711168657741           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000002034286       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.156673552182         ((Y_00-Y_01)/(X_00-X_01)) = -0.156671517896        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.68722255        R_m1 =      8.58582495      X_m1 =      6.63693706      Y_m1 =      5.44678407    
  FI_00 =      0.68722500        R_00 =      8.58580547      X_00 =      6.63690863      Y_00 =      5.44678800    
  FI_01 =      0.68722745        R_01 =      8.58578599      X_01 =      6.63688020      Y_01 =      5.44679193    
  F_1_proizvod =     -0.13821889                F_2_proizvod =     -0.05825571            R_kriv =    -17.65995309       
  ”гол в градусах =     39.37500000           R_kriv =    -17.65995309       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 35175.179137107116           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000001656160       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.138219719125         ((Y_00-Y_01)/(X_00-X_01)) = -0.138218062966        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.71176630        R_m1 =      8.39500709      X_m1 =      6.35677796      Y_m1 =      5.48338562    
  FI_00 =      0.71176875        R_00 =      8.39498842      X_00 =      6.35675037      Y_00 =      5.48338904    
  FI_01 =      0.71177120        R_01 =      8.39496976      X_01 =      6.35672279      Y_01 =      5.48339245    
  F_1_proizvod =     -0.12368385                F_2_proizvod =     -0.04517493            R_kriv =    -22.64605680       
  ”гол в градусах =     40.78125000           R_kriv =    -22.64605680       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 36245.980190328504           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000001246343       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.123684475827         ((Y_00-Y_01)/(X_00-X_01)) = -0.123683229484        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.73631005        R_m1 =      8.21291453      X_m1 =      6.08537230      Y_m1 =      5.51545184    
  FI_00 =      0.73631250        R_00 =      8.21289679      X_00 =      6.08534562      Y_00 =      5.51545486    
  FI_01 =      0.73631495        R_01 =      8.21287904      X_01 =      6.08531894      Y_01 =      5.51545788    
  F_1_proizvod =     -0.11321577                F_2_proizvod =     -0.03161065            R_kriv =    -32.24508816       
  ”гол в градусах =     42.18750000           R_kriv =    -32.24508816       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 37477.186359202242           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000000843464       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.113216194576         ((Y_00-Y_01)/(X_00-X_01)) = -0.113215351112        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.76085380        R_m1 =      8.04048175      X_m1 =      5.82329920      Y_m1 =      5.54423424    
  FI_00 =      0.76085625        R_00 =      8.04046503      X_00 =      5.82327348      Y_00 =      5.54423700    
  FI_01 =      0.76085870        R_01 =      8.04044830      X_01 =      5.82324776      Y_01 =      5.54423975    
  F_1_proizvod =     -0.10727183                F_2_proizvod =     -0.01263598            R_kriv =    -80.50902003       
  ”гол в градусах =     43.59375000           R_kriv =    -80.50902003       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 38878.114702584127           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000000325015       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.107271996611         ((Y_00-Y_01)/(X_00-X_01)) = -0.107271671595        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.78539755        R_m1 =      7.87871836      X_m1 =      5.57109862      Y_m1 =      5.57109174    
  FI_00 =      0.78540000        R_00 =      7.87870275      X_00 =      5.57107391      Y_00 =      5.57109437    
  FI_01 =      0.78540245        R_01 =      7.87868713      X_01 =      5.57104919      Y_01 =      5.57109700    
  F_1_proizvod =     -0.10650713                F_2_proizvod =      0.00648484            R_kriv =    156.83726331       
  ”гол в градусах =     45.00000000           R_kriv =    156.83726331       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 40461.709722714615           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000000160271       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.106507052995         ((Y_00-Y_01)/(X_00-X_01)) = -0.106507213266        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.80994130        R_m1 =      7.72842136      X_m1 =      5.32906301      Y_m1 =      5.59728364    
  FI_00 =      0.80994375        R_00 =      7.72840693      X_00 =      5.32903933      Y_00 =      5.59728627    
  FI_01 =      0.80994620        R_01 =      7.72839251      X_01 =      5.32901564      Y_01 =      5.59728890    
  F_1_proizvod =     -0.11098988                F_2_proizvod =      0.03272750            R_kriv =     31.12168660       
  ”гол в градусах =     46.40625000           R_kriv =     31.12168660       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 42216.522727310403           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000000775230       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.110989493825         ((Y_00-Y_01)/(X_00-X_01)) = -0.110990269054        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.83448505        R_m1 =      7.59042508      X_m1 =      5.09742076      Y_m1 =      5.62413144    
  FI_00 =      0.83448750        R_00 =      7.59041192      X_00 =      5.09739812      Y_00 =      5.62413420    
  FI_01 =      0.83448995        R_01 =      7.59039876      X_01 =      5.09737548      Y_01 =      5.62413696    
  F_1_proizvod =     -0.12190500                F_2_proizvod =      0.06119805            R_kriv =     16.70598713       
  ”гол в градусах =     47.81250000           R_kriv =     16.70598713       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 44166.996300780229           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000001385606       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.121904305824         ((Y_00-Y_01)/(X_00-X_01)) = -0.121905691430        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.85902880        R_m1 =      7.46541245      X_m1 =      4.87620719      Y_m1 =      5.65287417    
  FI_00 =      0.85903125        R_00 =      7.46540062      X_00 =      4.87618559      Y_00 =      5.65287719    
  FI_01 =      0.85903370        R_01 =      7.46538879      X_01 =      4.87616399      Y_01 =      5.65288020    
  F_1_proizvod =     -0.13947253                F_2_proizvod =      0.10202343            R_kriv =     10.08905817       
  ”гол в градусах =     49.21875000           R_kriv =     10.08905817       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 46297.799715591202           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000002203635       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.139471425840         ((Y_00-Y_01)/(X_00-X_01)) = -0.139473629474        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.88357255        R_m1 =      7.35422046      X_m1 =      4.66547027      Y_m1 =      5.68488748    
  FI_00 =      0.88357500        R_00 =      7.35421005      X_00 =      4.66544972      Y_00 =      5.68489089    
  FI_01 =      0.88357745        R_01 =      7.35419965      X_01 =      4.66542917      Y_01 =      5.68489430    
  F_1_proizvod =     -0.16591585                F_2_proizvod =      0.14627307            R_kriv =      7.12075683       
  ”гол в градусах =     50.62500000           R_kriv =      7.12075683       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 48657.502561630768           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000003006177       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.165914347816         ((Y_00-Y_01)/(X_00-X_01)) = -0.165917353994        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.90811630        R_m1 =      7.25741640      X_m1 =      4.46499373      Y_m1 =      5.72135681    
  FI_00 =      0.90811875        R_00 =      7.25740745      X_00 =      4.46497418      Y_00 =      5.72136071    
  FI_01 =      0.90812120        R_01 =      7.25739849      X_01 =      4.46495463      Y_01 =      5.72136462    
  F_1_proizvod =     -0.19953404                F_2_proizvod =      0.19539801            R_kriv =      5.42641806       
  ”гол в градусах =     52.03125000           R_kriv =      5.42641806       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 51150.158134807702           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000003820086       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.199532131740         ((Y_00-Y_01)/(X_00-X_01)) = -0.199535951826        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.93266005        R_m1 =      7.17541778      X_m1 =      4.27439295      Y_m1 =      5.76334843    
  FI_00 =      0.93266250        R_00 =      7.17541034      X_00 =      4.27437438      Y_00 =      5.76335295    
  FI_01 =      0.93266495        R_01 =      7.17540290      X_01 =      4.27435580      Y_01 =      5.76335747    
  F_1_proizvod =     -0.24318791                F_2_proizvod =      0.26006328            R_kriv =      4.19132402       
  ”гол в градусах =     53.43750000           R_kriv =      4.19132402       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 53833.815029883357           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000004830854       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.243185489652         ((Y_00-Y_01)/(X_00-X_01)) = -0.243190320505        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.95720380        R_m1 =      7.10870074      X_m1 =      4.09324937      Y_m1 =      5.81196489    
  FI_00 =      0.95720625        R_00 =      7.10869484      X_00 =      4.09323171      Y_00 =      5.81197011    
  FI_01 =      0.95720870        R_01 =      7.10868894      X_01 =      4.09321405      Y_01 =      5.81197533    
  F_1_proizvod =     -0.29552282                F_2_proizvod =      0.32569280            R_kriv =      3.48125744       
  ”гол в градусах =     54.84375000           R_kriv =      3.48125744       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 56613.011391353684           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000005752967       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.295519939019         ((Y_00-Y_01)/(X_00-X_01)) = -0.295525691986        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      0.98174755        R_m1 =      7.05760528      X_m1 =      3.92099634      Y_m1 =      5.86818370    
  FI_00 =      0.98175000        R_00 =      7.05760097      X_00 =      3.92097955      Y_00 =      5.86818975    
  FI_01 =      0.98175245        R_01 =      7.05759667      X_01 =      3.92096275      Y_01 =      5.86819579    
  F_1_proizvod =     -0.35999625                F_2_proizvod =      0.41909930            R_kriv =      2.86463000       
  ”гол в градусах =     56.25000000           R_kriv =      2.86463000       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 59547.017619121318           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000007038124       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.359992734419         ((Y_00-Y_01)/(X_00-X_01)) = -0.359999772543        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.00629130        R_m1 =      7.02261322      X_m1 =      3.75708196      Y_m1 =      5.93307944    
  FI_00 =      1.00629375        R_00 =      7.02261052      X_00 =      3.75706595      Y_00 =      5.93308638    
  FI_01 =      1.00629620        R_01 =      7.02260782      X_01 =      3.75704994      Y_01 =      5.93309331    
  F_1_proizvod =     -0.43342110                F_2_proizvod =      0.48022334            R_kriv =      2.69588429       
  ”гол в градусах =     57.65625000           R_kriv =      2.69588429       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 62469.583569699382           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000007687315       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.433417256999         ((Y_00-Y_01)/(X_00-X_01)) = -0.433424944313        

