
                                                    
         »—’ќƒЌџ… ѕ–ќ‘»Ћ№ ƒќ–ќ∆ »  ј„≈Ќ»я           
                                                    
 -------------------------------------------------- 
 | є отсчета  | ”гол в градусах   |  –адиус в мм  | 

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      4.95783505        R_m1 =      7.98516518      X_m1 =      1.94030766      Y_m1 =     -7.74584205    
  FI_00 =      4.95783750        R_00 =      7.98514881      X_00 =      1.94032270      Y_00 =     -7.74582142    
  FI_01 =      4.95783995        R_01 =      7.98513245      X_01 =      1.94033773      Y_01 =     -7.74580078    
  F_1_proizvod =      1.37231299                F_2_proizvod =     -0.02942793            R_kriv =   -166.36507996       
  ”гол в градусах =    284.06250000           R_kriv =   -166.36507996       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 66509.448525086773           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000000442462       ((Y_m1-Y_00)/(X_m1-X_00)) =  1.372312771847         ((Y_00-Y_01)/(X_00-X_01)) =  1.372313214310        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      4.98237880        R_m1 =      7.82715197      X_m1 =      2.08767066      Y_m1 =     -7.54360253    
  FI_00 =      4.98238125        R_00 =      7.82713674      X_00 =      2.08768511      Y_00 =     -7.54358273    
  FI_01 =      4.98238370        R_01 =      7.82712151      X_01 =      2.08769957      Y_01 =     -7.54356293    
  F_1_proizvod =      1.37009551                F_2_proizvod =      0.06809227            R_kriv =     71.67184549       
  ”гол в градусах =    285.46875000           R_kriv =     71.67184549       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 69191.039726061703           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000000984120       ((Y_m1-Y_00)/(X_m1-X_00)) =  1.370096005993         ((Y_00-Y_01)/(X_00-X_01)) =  1.370095021874        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.00692255        R_m1 =      7.68086853      X_m1 =      2.22970646      Y_m1 =     -7.35011228    
  FI_00 =      5.00692500        R_00 =      7.68085452      X_00 =      2.22972043      Y_00 =     -7.35009340    
  FI_01 =      5.00692745        R_01 =      7.68084051      X_01 =      2.22973441      Y_01 =     -7.35007452    
  F_1_proizvod =      1.35135523                F_2_proizvod =      0.19707815            R_kriv =     24.10775973       
  ”гол в градусах =    286.87500000           R_kriv =     24.10775973       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 71570.733020359694           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000002753614       ((Y_m1-Y_00)/(X_m1-X_00)) =  1.351356609786         ((Y_00-Y_01)/(X_00-X_01)) =  1.351353856172        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.03146630        R_m1 =      7.54716351      X_m1 =      2.36747411      Y_m1 =     -7.16622239    
  FI_00 =      5.03146875        R_00 =      7.54715079      X_00 =      2.36748771      Y_00 =     -7.16620451    
  FI_01 =      5.03147120        R_01 =      7.54713808      X_01 =      2.36750131      Y_01 =     -7.16618662    
  F_1_proizvod =      1.31510027                F_2_proizvod =      0.33183622            R_kriv =     13.58933365       
  ”гол в градусах =    288.28125000           R_kriv =     13.58933365       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 73531.422909534929           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000004512849       ((Y_m1-Y_00)/(X_m1-X_00)) =  1.315102525500         ((Y_00-Y_01)/(X_00-X_01)) =  1.315098012651        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.05601005        R_m1 =      7.42677231      X_m1 =      2.50206975      Y_m1 =     -6.99260995    
  FI_00 =      5.05601250        R_00 =      7.42676096      X_00 =      2.50208309      Y_00 =     -6.99259312    
  FI_01 =      5.05601495        R_01 =      7.42674961      X_01 =      2.50209642      Y_01 =     -6.99257629    
  F_1_proizvod =      1.26193572                F_2_proizvod =      0.45356351            R_kriv =      9.20312802       
  ”гол в градусах =    289.68750000           R_kriv =      9.20312802       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 74977.136240095744           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000006049358       ((Y_m1-Y_00)/(X_m1-X_00)) =  1.261938747321         ((Y_00-Y_01)/(X_00-X_01)) =  1.261932697964        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.08055380        R_m1 =      7.32025198      X_m1 =      2.63458673      Y_m1 =     -6.82971755    
  FI_00 =      5.08055625        R_00 =      7.32024204      X_00 =      2.63459992      Y_00 =     -6.82970181    
  FI_01 =      5.08055870        R_01 =      7.32023210      X_01 =      2.63461310      Y_01 =     -6.82968607    
  F_1_proizvod =      1.19359934                F_2_proizvod =      0.58361684            R_kriv =      6.46924604       
  ”гол в градусах =    291.09375000           R_kriv =      6.46924604       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 75839.100747894568           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000007695461       ((Y_m1-Y_00)/(X_m1-X_00)) =  1.193603192112         ((Y_00-Y_01)/(X_00-X_01)) =  1.193595496651        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.10509755        R_m1 =      7.22827250      X_m1 =      2.76620346      Y_m1 =     -6.67802679    
  FI_00 =      5.10510000        R_00 =      7.22826405      X_00 =      2.76621662      Y_00 =     -6.67801219    
  FI_01 =      5.10510245        R_01 =      7.22825561      X_01 =      2.76622978      Y_01 =     -6.67799760    
  F_1_proizvod =      1.10918851                F_2_proizvod =      0.68501274            R_kriv =      4.86234797       
  ”гол в градусах =    292.50000000           R_kriv =      4.86234797       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 76002.767630219983           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000009012997       ((Y_m1-Y_00)/(X_m1-X_00)) =  1.109193020341         ((Y_00-Y_01)/(X_00-X_01)) =  1.109184007344        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.12964130        R_m1 =      7.15138836      X_m1 =      2.89810039      Y_m1 =     -6.53784135    
  FI_00 =      5.12964375        R_00 =      7.15138143      X_00 =      2.89811363      Y_00 =     -6.53782791    
  FI_01 =      5.12964620        R_01 =      7.15137451      X_01 =      2.89812687      Y_01 =     -6.53781447    
  F_1_proizvod =      1.01535045                F_2_proizvod =      0.73645448            R_kriv =      3.93005494       
  ”гол в градусах =    293.90625000           R_kriv =      3.93005494       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 75527.860290418306           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000009750766       ((Y_m1-Y_00)/(X_m1-X_00)) =  1.015355325898         ((Y_00-Y_01)/(X_00-X_01)) =  1.015345575132        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.15418505        R_m1 =      7.08989388      X_m1 =      3.03138176      Y_m1 =     -6.40915906    
  FI_00 =      5.15418750        R_00 =      7.08988851      X_00 =      3.03139519      Y_00 =     -6.40914676    
  FI_01 =      5.15418995        R_01 =      7.08988314      X_01 =      3.03140862      Y_01 =     -6.40913447    
  F_1_proizvod =      0.91510570                F_2_proizvod =      0.75994017            R_kriv =      3.27742456       
  ”гол в градусах =    295.31250000           R_kriv =      3.27742456       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 74434.456075069873           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000010209521       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.915110806614         ((Y_00-Y_01)/(X_00-X_01)) =  0.915100597093        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.17872880        R_m1 =      7.04409355      X_m1 =      3.16716502      Y_m1 =     -6.29192496    
  FI_00 =      5.17873125        R_00 =      7.04408977      X_00 =      3.16717876      Y_00 =     -6.29191381    
  FI_01 =      5.17873370        R_01 =      7.04408599      X_01 =      3.16719251      Y_01 =     -6.29190266    
  F_1_proizvod =      0.81149850                F_2_proizvod =      0.76585071            R_kriv =      2.78895050       
  ”гол в градусах =    296.71875000           R_kriv =      2.78895050       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 72768.717289179607           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000010524450       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.811503759332         ((Y_00-Y_01)/(X_00-X_01)) =  0.811493234883        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.20327255        R_m1 =      7.01439946      X_m1 =      3.30662510      Y_m1 =     -6.18611592    
  FI_00 =      5.20327500        R_00 =      7.01439730      X_00 =      3.30663927      Y_00 =     -6.18610591    
  FI_01 =      5.20327745        R_01 =      7.01439515      X_01 =      3.30665344      Y_01 =     -6.18609589    
  F_1_proizvod =      0.70702416                F_2_proizvod =      0.71797871            R_kriv =      2.55843613       
  ”гол в градусах =    298.12500000           R_kriv =      2.55843613       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 70586.357010575797           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000010171636       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.707029243918         ((Y_00-Y_01)/(X_00-X_01)) =  0.707019072282        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.22781630        R_m1 =      7.00090961      X_m1 =      3.45079520      Y_m1 =     -6.09136666    
  FI_00 =      5.22781875        R_00 =      7.00090906      X_00 =      3.45080989      Y_00 =     -6.09135772    
  FI_01 =      5.22782120        R_01 =      7.00090852      X_01 =      3.45082457      Y_01 =     -6.09134877    
  F_1_proizvod =      0.60905683                F_2_proizvod =      0.64804354            R_kriv =      2.47701331       
  ”гол в градусах =    299.53125000           R_kriv =      2.47701331       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 68108.028163747585           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000009514936       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.609061584159         ((Y_00-Y_01)/(X_00-X_01)) =  0.609052069223        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.25236005        R_m1 =      7.00361273      X_m1 =      3.60063556      Y_m1 =     -6.00716363    
  FI_00 =      5.25236250        R_00 =      7.00361382      X_00 =      3.60065087      Y_00 =     -6.00715572    
  FI_01 =      5.25236495        R_01 =      7.00361491      X_01 =      3.60066617      Y_01 =     -6.00714782    
  F_1_proizvod =      0.51651304                F_2_proizvod =      0.57994468            R_kriv =      2.45848844       
  ”гол в градусах =    300.93750000           R_kriv =      2.45848844       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 65346.220444735125           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000008874954       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.516517477040         ((Y_00-Y_01)/(X_00-X_01)) =  0.516508602087        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.27690380        R_m1 =      7.02260948      X_m1 =      3.75713801      Y_m1 =     -5.93303952    
  FI_00 =      5.27690625        R_00 =      7.02261219      X_00 =      3.75715402      Y_00 =     -5.93303259    
  FI_01 =      5.27690870        R_01 =      7.02261490      X_01 =      3.75717003      Y_01 =     -5.93302565    
  F_1_proizvod =      0.43312310                F_2_proizvod =      0.48897010            R_kriv =      2.64679664       
  ”гол в градусах =    302.34375000           R_kriv =      2.64679664       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 62460.174859323764           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000007828510       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.433127013757         ((Y_00-Y_01)/(X_00-X_01)) =  0.433119185247        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.30144755        R_m1 =      7.05770741      X_m1 =      3.92111050      Y_m1 =     -5.86823026    
  FI_00 =      5.30145000        R_00 =      7.05771172      X_00 =      3.92112729      Y_00 =     -5.86822422    
  FI_01 =      5.30145245        R_01 =      7.05771603      X_01 =      3.92114409      Y_01 =     -5.86821818    
  F_1_proizvod =      0.35955946                F_2_proizvod =      0.40789010            R_kriv =      2.94212433       
  ”гол в градусах =    303.75000000           R_kriv =      2.94212433       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 59531.856442947806           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000006851627       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.359562883548         ((Y_00-Y_01)/(X_00-X_01)) =  0.359556031920        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.32599130        R_m1 =      7.10872944      X_m1 =      4.09332276      Y_m1 =     -5.81194829    
  FI_00 =      5.32599375        R_00 =      7.10873533      X_00 =      4.09334042      Y_00 =     -5.81194306    
  FI_01 =      5.32599620        R_01 =      7.10874122      X_01 =      4.09335807      Y_01 =     -5.81193783    
  F_1_proizvod =      0.29628522                F_2_proizvod =      0.33049818            R_kriv =      3.43277615       
  ”гол в градусах =    305.15625000           R_kriv =      3.43277615       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 56637.569244318307           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000005835317       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.296288141930         ((Y_00-Y_01)/(X_00-X_01)) =  0.296282306613        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.35053505        R_m1 =      7.17542889      X_m1 =      4.27445596      Y_m1 =     -5.76331554    
  FI_00 =      5.35053750        R_00 =      7.17543633      X_00 =      4.27447454      Y_00 =     -5.76331102    
  FI_01 =      5.35053995        R_01 =      7.17544378      X_01 =      4.27449312      Y_01 =     -5.76330651    
  F_1_proizvod =      0.24283624                F_2_proizvod =      0.25941421            R_kriv =      4.20079387       
  ”гол в градусах =    306.56250000           R_kriv =      4.20079387       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 53821.390625676155           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000004819909       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.242838647388         ((Y_00-Y_01)/(X_00-X_01)) =  0.242833827478        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.37507880        R_m1 =      7.25743751      X_m1 =      4.46506269      Y_m1 =     -5.72132977    
  FI_00 =      5.37508125        R_00 =      7.25744646      X_00 =      4.46508224      Y_00 =     -5.72132587    
  FI_01 =      5.37508370        R_01 =      7.25745541      X_01 =      4.46510179      Y_01 =     -5.72132196    
  F_1_proizvod =      0.19964399                F_2_proizvod =      0.19820611            R_kriv =      5.34987761       
  ”гол в градусах =    307.96875000           R_kriv =      5.34987761       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 51153.303188903745           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000003874747       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.199645931899         ((Y_00-Y_01)/(X_00-X_01)) =  0.199642057152        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.39962255        R_m1 =      7.35433082      X_m1 =      4.66559591      Y_m1 =     -5.68492714    
  FI_00 =      5.39962500        R_00 =      7.35434124      X_00 =      4.66561648      Y_00 =     -5.68492375    
  FI_01 =      5.39962745        R_01 =      7.35435166      X_01 =      4.66563704      Y_01 =     -5.68492035    
  F_1_proizvod =      0.16520426                F_2_proizvod =      0.14446630            R_kriv =      7.20733295       
  ”гол в градусах =    309.37500000           R_kriv =      7.20733295       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 48631.212824198636           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000002970650       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.165205747375         ((Y_00-Y_01)/(X_00-X_01)) =  0.165202776725        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.42416630        R_m1 =      7.46554809      X_m1 =      4.87635110      Y_m1 =     -5.65292917    
  FI_00 =      5.42416875        R_00 =      7.46555990      X_00 =      4.87637269      Y_00 =     -5.65292615    
  FI_01 =      5.42417120        R_01 =      7.46557171      X_01 =      4.87639428      Y_01 =     -5.65292312    
  F_1_proizvod =      0.14005093                F_2_proizvod =      0.09866642            R_kriv =     10.43480895       
  ”гол в градусах =    310.78125000           R_kriv =     10.43480895       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 46316.991644063935           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000002130242       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.140051997550         ((Y_00-Y_01)/(X_00-X_01)) =  0.140049867307        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.44871005        R_m1 =      7.59044471      X_m1 =      5.09748897      Y_m1 =     -5.62409611    
  FI_00 =      5.44871250        R_00 =      7.59045787      X_00 =      5.09751161      Y_00 =     -5.62409335    
  FI_01 =      5.44871495        R_01 =      7.59047103      X_01 =      5.09753425      Y_01 =     -5.62409059    
  F_1_proizvod =      0.12197843                F_2_proizvod =      0.06419284            R_kriv =     15.92702438       
  ”гол в градусах =    312.18750000           R_kriv =     15.92702438       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 44168.917651444150           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000001453349       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.121979158409         ((Y_00-Y_01)/(X_00-X_01)) =  0.121977705061        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.47325380        R_m1 =      7.72844500      X_m1 =      5.32913408      Y_m1 =     -5.59724862    
  FI_00 =      5.47325625        R_00 =      7.72845943      X_00 =      5.32915777      Y_00 =     -5.59724599    
  FI_01 =      5.47325870        R_01 =      7.72847386      X_01 =      5.32918145      Y_01 =     -5.59724336    
  F_1_proizvod =      0.11102058                F_2_proizvod =      0.03313140            R_kriv =     30.74259378       
  ”гол в градусах =    313.59375000           R_kriv =     30.74259378       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 42216.879946630805           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000000784790       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.111020968990         ((Y_00-Y_01)/(X_00-X_01)) =  0.111020184200        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.49779755        R_m1 =      7.87881054      X_m1 =      5.57121831      Y_m1 =     -5.57110241    
  FI_00 =      5.49780000        R_00 =      7.87882617      X_00 =      5.57124304      Y_00 =     -5.57109979    
  FI_01 =      5.49780245        R_01 =      7.87884180      X_01 =      5.57126776      Y_01 =     -5.57109717    
  F_1_proizvod =      0.10603793                F_2_proizvod =      0.00699394            R_kriv =    145.39924515       
  ”гол в градусах =    315.00000000           R_kriv =    145.39924515       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 40443.438496263756           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000000172931       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.106038015749         ((Y_00-Y_01)/(X_00-X_01)) =  0.106037842817        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.52234130        R_m1 =      8.04064898      X_m1 =      5.82347456      Y_m1 =     -5.54429257    
  FI_00 =      5.52234375        R_00 =      8.04066570      X_00 =      5.82350027      Y_00 =     -5.54428980    
  FI_01 =      5.52234620        R_01 =      8.04068242      X_01 =      5.82352599      Y_01 =     -5.54428704    
  F_1_proizvod =      0.10745223                F_2_proizvod =     -0.01494005            R_kriv =    -68.09673360       
  ”гол в градусах =    316.40625000           R_kriv =    -68.09673360       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 38883.280546702132           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000000384228       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.107452033938         ((Y_00-Y_01)/(X_00-X_01)) =  0.107452418166        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.54688505        R_m1 =      8.21304102      X_m1 =      6.08551999      Y_m1 =     -5.51547724    
  FI_00 =      5.54688750        R_00 =      8.21305876      X_00 =      6.08554667      Y_00 =     -5.51547422    
  FI_01 =      5.54688995        R_01 =      8.21307651      X_01 =      6.08557336      Y_01 =     -5.51547121    
  F_1_proizvod =      0.11311072                F_2_proizvod =     -0.02986964            R_kriv =    -34.12335650       
  ”гол в градусах =    317.81250000           R_kriv =    -34.12335650       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 37472.101141999679           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000000797117       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.113110323115         ((Y_00-Y_01)/(X_00-X_01)) =  0.113111120231        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.57142880        R_m1 =      8.39516303      X_m1 =      6.35694969      Y_m1 =     -5.48342528    
  FI_00 =      5.57143125        R_00 =      8.39518168      X_00 =      6.35697728      Y_00 =     -5.48342187    
  FI_01 =      5.57143370        R_01 =      8.39520034      X_01 =      6.35700486      Y_01 =     -5.48341845    
  F_1_proizvod =      0.12384926                F_2_proizvod =     -0.04682050            R_kriv =    -21.85145346       
  ”гол в градусах =    319.21875000           R_kriv =    -21.85145346       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 36250.742179839872           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000001291574       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.123848617088         ((Y_00-Y_01)/(X_00-X_01)) =  0.123849908662        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.59597255        R_m1 =      8.58594433      X_m1 =      6.63708263      Y_m1 =     -5.44679486    
  FI_00 =      5.59597500        R_00 =      8.58596382      X_00 =      6.63711106      Y_00 =     -5.44679094    
  FI_01 =      5.59597745        R_01 =      8.58598331      X_01 =      6.63713950      Y_01 =     -5.44678701    
  F_1_proizvod =      0.13809896                F_2_proizvod =     -0.05648776            R_kriv =    -18.21178667       
  ”гол в градусах =    320.62500000           R_kriv =    -18.21178667       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 35169.653117509159           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000001606150       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.138098155002         ((Y_00-Y_01)/(X_00-X_01)) =  0.138099761152        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.62051630        R_m1 =      8.78447006      X_m1 =      6.92526335      Y_m1 =     -5.40440946    
  FI_00 =      5.62051875        R_00 =      8.78449024      X_00 =      6.92529253      Y_00 =     -5.40440489    
  FI_01 =      5.62052120        R_01 =      8.78451043      X_01 =      6.92532172      Y_01 =     -5.40440031    
  F_1_proizvod =      0.15682466                F_2_proizvod =     -0.07160312            R_kriv =    -14.48424210       
  ”гол в градусах =    322.03125000           R_kriv =    -14.48424210       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 34269.007764794718           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000002089442       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.156823610966         ((Y_00-Y_01)/(X_00-X_01)) =  0.156825700409        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.64506005        R_m1 =      8.98945924      X_m1 =      7.22045891      Y_m1 =     -5.35493703    
  FI_00 =      5.64506250        R_00 =      8.98948004      X_00 =      7.22048876      Y_00 =     -5.35493169    
  FI_01 =      5.64506495        R_01 =      8.98950084      X_01 =      7.22051861      Y_01 =     -5.35492636    
  F_1_proizvod =      0.17856502                F_2_proizvod =     -0.07655364            R_kriv =    -13.69245785       
  ”гол в градусах =    323.43750000           R_kriv =    -13.69245785       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 33499.355501114624           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000002285227       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.178563878050         ((Y_00-Y_01)/(X_00-X_01)) =  0.178566163278        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.66960380        R_m1 =      9.20007978      X_m1 =      7.52190274      Y_m1 =     -5.29740003    
  FI_00 =      5.66960625        R_00 =      9.20010107      X_00 =      7.52193315      Y_00 =     -5.29739383    
  FI_01 =      5.66960870        R_01 =      9.20012236      X_01 =      7.52196355      Y_01 =     -5.29738763    
  F_1_proizvod =      0.20399814                F_2_proizvod =     -0.09183443            R_kriv =    -11.57591795       
  ”гол в градусах =    324.84375000           R_kriv =    -11.57591795       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 32886.107730203730           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000002792499       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.203996745447         ((Y_00-Y_01)/(X_00-X_01)) =  0.203999537946        

